"Mã hợp đồng","Tên hợp đồng","Mã hàng hoá","KL chào mua","Giá chào mua","KL đang chờ khớp mua","Giá chào bán","KL chào bán","KL chờ khớp bán","Giá khớp","KL khớp","Thay đổi","Thay đổi (%)","Giá mở cửa","Giá cao nhất","Giá thấp nhất","Giá đóng cửa","Giá đóng cửa phiên trước","Giá thanh toán","Bước giá tối thiểu","Giá hợp đồng","KL giao dịch","Ngày giờ cập nhật gần nhất"
"SNDD06N26","Thiếc LME 06/07/26","LTIZ","","","","","","","51315","","","","","","","","","50550.0","","","",""
"SNDD06Q24","Thiếc LME 06/08/24","LTIZ","","","","","","","30180","","","","","","","","","30165.0","","","",""
"SNDD06Q25","Thiếc LME 06/08/25","LTIZ","","","","","","","33210","","","","","","","","","33165.0","","","",""
"SNDD06Q26","Thiếc LME 06/08/26","LTIZ","","","","","","","52925","","","","","","","","","52805.0","","","",""
"SNDD06U23","Thiếc LME 06/09/23","LTIZ","","","","","","","25985","","","","","","","","","26080.0","","","",""
"SNDD06U24","Thiếc LME 06/09/24","LTIZ","","","","","","","30425","","","","","","","","","30365.0","","","",""
"SNDD06V23","Thiếc LME 06/10/23","LTIZ","","","","","","","23610","","","","","","","","","23625.0","","","",""
"SNDD06V25","Thiếc LME 06/10/25","LTIZ","","","","","","","36690","","","","","","","","","36995.0","","","",""
"SNDD06V26","Thiếc LME 06/10/26","LTIZ","","","","","","","53185","","","","","","","","","53065.0","","","",""
"SNDD06X23","Thiếc LME 06/11/23","LTIZ","","","","","","","23820","","","","","","","","","23740.0","","","",""
"SNDD06X24","Thiếc LME 06/11/24","LTIZ","","","","","","","31990","","","","","","","","","31955.0","","","",""
"SNDD06X25","Thiếc LME 06/11/25","LTIZ","","","","","","","35975","","","","","","","","","35880.0","","","",""
"SNDD06X26","Thiếc LME 06/11/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD06Z22","Thiếc LME 06/12/22","LTIZ","","","","","","","23415","","","","","","","","","23380.0","","","",""
"SNDD06Z23","Thiếc LME 06/12/23","LTIZ","","","","","","","23830","","","","","","","","","23815.0","","","",""
"SNDD06Z24","Thiếc LME 06/12/24","LTIZ","","","","","","","28660","","","","","","","","","28595.0","","","",""
"SNDD07F25","Thiếc LME 07/01/25","LTIZ","","","","","","","28335","","","","","","","","","28330.0","","","",""
"SNDD07F26","Thiếc LME 07/01/26","LTIZ","","","","","","","42410","","","","","","","","","42435.0","","","",""
"SNDD07G23","Thiếc LME 07/02/23","LTIZ","","","","","","","28505","","","","","","","","","28310.0","","","",""
"SNDD07G24","Thiếc LME 07/02/24","LTIZ","","","","","","","24565","","","","","","","","","24550.0","","","",""
"SNDD07G25","Thiếc LME 07/02/25","LTIZ","","","","","","","30725","","","","","","","","","30685.0","","","",""
"SNDD07H23","Thiếc LME 07/03/23","LTIZ","","","","","","","24755","","","","","","","","","24620.0","","","",""
"SNDD07H24","Thiếc LME 07/03/24","LTIZ","","","","","","","26635","","","","","","","","","26680.0","","","",""
"SNDD07H25","Thiếc LME 07/03/25","LTIZ","","","","","","","31610","","","","","","","","","31530.0","","","",""
"SNDD07J23","Thiếc LME 07/04/23","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD07J25","Thiếc LME 07/04/25","LTIZ","","","","","","","37245","","","","","","","","","36820.0","","","",""
"SNDD07J26","Thiếc LME 07/04/26","LTIZ","","","","","","","47425","","","","","","","","","47250.0","","","",""
"SNDD07K24","Thiếc LME 07/05/24","LTIZ","","","","","","","31100","","","","","","","","","31095.0","","","",""
"SNDD07K25","Thiếc LME 07/05/25","LTIZ","","","","","","","30475","","","","","","","","","30470.0","","","",""
"SNDD07K26","Thiếc LME 07/05/26","LTIZ","","","","","","","50095","","","","","","","","","49575.0","","","",""
"SNDD07M23","Thiếc LME 07/06/23","LTIZ","","","","","","","25895","","","","","","","","","25895.0","","","",""
"SNDD07M24","Thiếc LME 07/06/24","LTIZ","","","","","","","30760","","","","","","","","","31005.0","","","",""
"SNDD07N23","Thiếc LME 07/07/23","LTIZ","","","","","","","28480","","","","","","","","","28350.0","","","",""
"SNDD07N25","Thiếc LME 07/07/25","LTIZ","","","","","","","33875","","","","","","","","","33805.0","","","",""
"SNDD07N26","Thiếc LME 07/07/26","LTIZ","","","","","","","52525","","","","","","","","","52260.0","","","",""
"SNDD07Q23","Thiếc LME 07/08/23","LTIZ","","","","","","","28035","","","","","","","","","27945.0","","","",""
"SNDD07Q24","Thiếc LME 07/08/24","LTIZ","","","","","","","29500","","","","","","","","","29355.0","","","",""
"SNDD07Q25","Thiếc LME 07/08/25","LTIZ","","","","","","","33070","","","","","","","","","33215.0","","","",""
"SNDD07Q26","Thiếc LME 07/08/26","LTIZ","","","","","","","52930","","","","","","","","","52810.0","","","",""
"SNDD07U23","Thiếc LME 07/09/23","LTIZ","","","","","","","26140","","","","","","","","","26225.0","","","",""
"SNDD07V24","Thiếc LME 07/10/24","LTIZ","","","","","","","33795","","","","","","","","","33700.0","","","",""
"SNDD07V25","Thiếc LME 07/10/25","LTIZ","","","","","","","37425","","","","","","","","","37550.0","","","",""
"SNDD07V26","Thiếc LME 07/10/26","LTIZ","","","","","","","53185","","","","","","","","","","","","",""
"SNDD07X22","Thiếc LME 07/11/22","LTIZ","","","","","","","18080","","","","","","","","","17905.0","","","",""
"SNDD07X23","Thiếc LME 07/11/23","LTIZ","","","","","","","24260","","","","","","","","","24110.0","","","",""
"SNDD07X24","Thiếc LME 07/11/24","LTIZ","","","","","","","31995","","","","","","","","","31960.0","","","",""
"SNDD07X25","Thiếc LME 07/11/25","LTIZ","","","","","","","35605","","","","","","","","","35690.0","","","",""
"SNDD07Z22","Thiếc LME 07/12/22","LTIZ","","","","","","","24660","","","","","","","","","24570.0","","","",""
"SNDD07Z23","Thiếc LME 07/12/23","LTIZ","","","","","","","23800","","","","","","","","","23775.0","","","",""
"SNDD08F24","Thiếc LME 08/01/24","LTIZ","","","","","","","24475","","","","","","","","","24540.0","","","",""
"SNDD08F25","Thiếc LME 08/01/25","LTIZ","","","","","","","28335","","","","","","","","","28330.0","","","",""
"SNDD08F26","Thiếc LME 08/01/26","LTIZ","","","","","","","44785","","","","","","","","","44460.0","","","",""
"SNDD08G23","Thiếc LME 08/02/23","LTIZ","","","","","","","26720","","","","","","","","","26785.0","","","",""
"SNDD08G24","Thiếc LME 08/02/24","LTIZ","","","","","","","25035","","","","","","","","","24930.0","","","",""
"SNDD08H23","Thiếc LME 08/03/23","LTIZ","","","","","","","24260","","","","","","","","","24395.0","","","",""
"SNDD08H24","Thiếc LME 08/03/24","LTIZ","","","","","","","27005","","","","","","","","","27010.0","","","",""
"SNDD08J24","Thiếc LME 08/04/24","LTIZ","","","","","","","28565","","","","","","","","","28625.0","","","",""
"SNDD08J25","Thiếc LME 08/04/25","LTIZ","","","","","","","37245","","","","","","","","","36820.0","","","",""
"SNDD08J26","Thiếc LME 08/04/26","LTIZ","","","","","","","46345","","","","","","","","","46170.0","","","",""
"SNDD08K23","Thiếc LME 08/05/23","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD08K24","Thiếc LME 08/05/24","LTIZ","","","","","","","32240","","","","","","","","","32090.0","","","",""
"SNDD08K25","Thiếc LME 08/05/25","LTIZ","","","","","","","31825","","","","","","","","","31815.0","","","",""
"SNDD08K26","Thiếc LME 08/05/26","LTIZ","","","","","","","52665","","","","","","","","","53705.0","","","",""
"SNDD08M23","Thiếc LME 08/06/23","LTIZ","","","","","","","26110","","","","","","","","","26065.0","","","",""
"SNDD08M26","Thiếc LME 08/06/26","LTIZ","","","","","","","55620","","","","","","","","","55355.0","","","",""
"SNDD08N24","Thiếc LME 08/07/24","LTIZ","","","","","","","33135","","","","","","","","","33080.0","","","",""
"SNDD08N25","Thiếc LME 08/07/25","LTIZ","","","","","","","33765","","","","","","","","","33725.0","","","",""
"SNDD08N26","Thiếc LME 08/07/26","LTIZ","","","","","","","52780","","","","","","","","","52660.0","","","",""
"SNDD08Q23","Thiếc LME 08/08/23","LTIZ","","","","","","","27510","","","","","","","","","27630.0","","","",""
"SNDD08Q24","Thiếc LME 08/08/24","LTIZ","","","","","","","29540","","","","","","","","","29540.0","","","",""
"SNDD08Q25","Thiếc LME 08/08/25","LTIZ","","","","","","","33405","","","","","","","","","33305.0","","","",""
"SNDD08U23","Thiếc LME 08/09/23","LTIZ","","","","","","","25955","","","","","","","","","26030.0","","","",""
"SNDD08U25","Thiếc LME 08/09/25","LTIZ","","","","","","","34585","","","","","","","","","34655.0","","","",""
"SNDD08U26","Thiếc LME 08/09/26","LTIZ","","","","","","","53100","","","","","","","","","52980.0","","","",""
"SNDD08V24","Thiếc LME 08/10/24","LTIZ","","","","","","","33755","","","","","","","","","33770.0","","","",""
"SNDD08V25","Thiếc LME 08/10/25","LTIZ","","","","","","","36645","","","","","","","","","36815.0","","","",""
"SNDD08V26","Thiếc LME 08/10/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD08X22","Thiếc LME 08/11/22","LTIZ","","","","","","","19080","","","","","","","","","18990.0","","","",""
"SNDD08X23","Thiếc LME 08/11/23","LTIZ","","","","","","","24440","","","","","","","","","24415.0","","","",""
"SNDD08X24","Thiếc LME 08/11/24","LTIZ","","","","","","","31150","","","","","","","","","31110.0","","","",""
"SNDD08Z22","Thiếc LME 08/12/22","LTIZ","","","","","","","24820","","","","","","","","","24945.0","","","",""
"SNDD08Z23","Thiếc LME 08/12/23","LTIZ","","","","","","","24320","","","","","","","","","24360.0","","","",""
"SNDD08Z25","Thiếc LME 08/12/25","LTIZ","","","","","","","40555","","","","","","","","","40450.0","","","",""
"SNDD09F23","Thiếc LME 09/01/23","LTIZ","","","","","","","24755","","","","","","","","","24815.0","","","",""
"SNDD09F24","Thiếc LME 09/01/24","LTIZ","","","","","","","24300","","","","","","","","","24340.0","","","",""
"SNDD09F25","Thiếc LME 09/01/25","LTIZ","","","","","","","29850","","","","","","","","","29795.0","","","",""
"SNDD09F26","Thiếc LME 09/01/26","LTIZ","","","","","","","44195","","","","","","","","","44270.0","","","",""
"SNDD09G23","Thiếc LME 09/02/23","LTIZ","","","","","","","27030","","","","","","","","","26950.0","","","",""
"SNDD09G24","Thiếc LME 09/02/24","LTIZ","","","","","","","25535","","","","","","","","","25225.0","","","",""
"SNDD09G26","Thiếc LME 09/02/26","LTIZ","","","","","","","46740","","","","","","","","","46305.0","","","",""
"SNDD09H23","Thiếc LME 09/03/23","LTIZ","","","","","","","23940","","","","","","","","","23990.0","","","",""
"SNDD09H26","Thiếc LME 09/03/26","LTIZ","","","","","","","51610","","","","","","","","","50965.0","","","",""
"SNDD09J24","Thiếc LME 09/04/24","LTIZ","","","","","","","28640","","","","","","","","","28770.0","","","",""
"SNDD09J25","Thiếc LME 09/04/25","LTIZ","","","","","","","34345","","","","","","","","","34440.0","","","",""
"SNDD09J26","Thiếc LME 09/04/26","LTIZ","","","","","","","45940","","","","","","","","","45820.0","","","",""
"SNDD09K23","Thiếc LME 09/05/23","LTIZ","","","","","","","25830","","","","","","","","","25885.0","","","",""
"SNDD09K24","Thiếc LME 09/05/24","LTIZ","","","","","","","32630","","","","","","","","","32695.0","","","",""
"SNDD09K25","Thiếc LME 09/05/25","LTIZ","","","","","","","31395","","","","","","","","","31470.0","","","",""
"SNDD09M23","Thiếc LME 09/06/23","LTIZ","","","","","","","25780","","","","","","","","","26090.0","","","",""
"SNDD09M25","Thiếc LME 09/06/25","LTIZ","","","","","","","32460","","","","","","","","","32550.0","","","",""
"SNDD09M26","Thiếc LME 09/06/26","LTIZ","","","","","","","52565","","","","","","","","","52565.0","","","",""
"SNDD09N24","Thiếc LME 09/07/24","LTIZ","","","","","","","33955","","","","","","","","","33860.0","","","",""
"SNDD09N25","Thiếc LME 09/07/25","LTIZ","","","","","","","33215","","","","","","","","","33290.0","","","",""
"SNDD09N26","Thiếc LME 09/07/26","LTIZ","","","","","","","52780","","","","","","","","","52660.0","","","",""
"SNDD09Q23","Thiếc LME 09/08/23","LTIZ","","","","","","","27615","","","","","","","","","27685.0","","","",""
"SNDD09Q24","Thiếc LME 09/08/24","LTIZ","","","","","","","29770","","","","","","","","","29895.0","","","",""
"SNDD09U24","Thiếc LME 09/09/24","LTIZ","","","","","","","30490","","","","","","","","","30675.0","","","",""
"SNDD09U25","Thiếc LME 09/09/25","LTIZ","","","","","","","34350","","","","","","","","","34375.0","","","",""
"SNDD09U26","Thiếc LME 09/09/26","LTIZ","","","","","","","53105","","","","","","","","","52985.0","","","",""
"SNDD09V24","Thiếc LME 09/10/24","LTIZ","","","","","","","33885","","","","","","","","","33845.0","","","",""
"SNDD09V25","Thiếc LME 09/10/25","LTIZ","","","","","","","36405","","","","","","","","","36550.0","","","",""
"SNDD09V26","Thiếc LME 09/10/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD09X22","Thiếc LME 09/11/22","LTIZ","","","","","","","18780","","","","","","","","","18995.0","","","",""
"SNDD09X23","Thiếc LME 09/11/23","LTIZ","","","","","","","24275","","","","","","","","","24315.0","","","",""
"SNDD09X26","Thiếc LME 09/11/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD09Z22","Thiếc LME 09/12/22","LTIZ","","","","","","","24260","","","","","","","","","24385.0","","","",""
"SNDD09Z24","Thiếc LME 09/12/24","LTIZ","","","","","","","28670","","","","","","","","","28605.0","","","",""
"SNDD09Z25","Thiếc LME 09/12/25","LTIZ","","","","","","","40245","","","","","","","","","40140.0","","","",""
"SNDD10F23","Thiếc LME 10/01/23","LTIZ","","","","","","","25265","","","","","","","","","25210.0","","","",""
"SNDD10F24","Thiếc LME 10/01/24","LTIZ","","","","","","","24180","","","","","","","","","24215.0","","","",""
"SNDD10F25","Thiếc LME 10/01/25","LTIZ","","","","","","","30130","","","","","","","","","29905.0","","","",""
"SNDD10G23","Thiếc LME 10/02/23","LTIZ","","","","","","","27445","","","","","","","","","27525.0","","","",""
"SNDD10G25","Thiếc LME 10/02/25","LTIZ","","","","","","","30795","","","","","","","","","30875.0","","","",""
"SNDD10G26","Thiếc LME 10/02/26","LTIZ","","","","","","","46995","","","","","","","","","46560.0","","","",""
"SNDD10H23","Thiếc LME 10/03/23","LTIZ","","","","","","","23320","","","","","","","","","23575.0","","","",""
"SNDD10H25","Thiếc LME 10/03/25","LTIZ","","","","","","","32390","","","","","","","","","32460.0","","","",""
"SNDD10H26","Thiếc LME 10/03/26","LTIZ","","","","","","","49945.0","","","","","","","","","49945.0","","","",""
"SNDD10J23","Thiếc LME 10/04/23","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD10J24","Thiếc LME 10/04/24","LTIZ","","","","","","","29565","","","","","","","","","29850.0","","","",""
"SNDD10J25","Thiếc LME 10/04/25","LTIZ","","","","","","","37240","","","","","","","","","36815.0","","","",""
"SNDD10J26","Thiếc LME 10/04/26","LTIZ","","","","","","","47590","","","","","","","","","47450.0","","","",""
"SNDD10K23","Thiếc LME 10/05/23","LTIZ","","","","","","","26435","","","","","","","","","26380.0","","","",""
"SNDD10K24","Thiếc LME 10/05/24","LTIZ","","","","","","","32105","","","","","","","","","32095.0","","","",""
"SNDD10M24","Thiếc LME 10/06/24","LTIZ","","","","","","","31990","","","","","","","","","31890.0","","","",""
"SNDD10M25","Thiếc LME 10/06/25","LTIZ","","","","","","","32285","","","","","","","","","32395.0","","","",""
"SNDD10M26","Thiếc LME 10/06/26","LTIZ","","","","","","","51585","","","","","","","","","51900.0","","","",""
"SNDD10N23","Thiếc LME 10/07/23","LTIZ","","","","","","","29246","","","","","","","","","29245.0","","","",""
"SNDD10N24","Thiếc LME 10/07/24","LTIZ","","","","","","","34315","","","","","","","","","34195.0","","","",""
"SNDD10N25","Thiếc LME 10/07/25","LTIZ","","","","","","","33420","","","","","","","","","33375.0","","","",""
"SNDD10N26","Thiếc LME 10/07/26","LTIZ","","","","","","","52780","","","","","","","","","52660.0","","","",""
"SNDD10Q23","Thiếc LME 10/08/23","LTIZ","","","","","","","27265","","","","","","","","","27175.0","","","",""
"SNDD10Q26","Thiếc LME 10/08/26","LTIZ","","","","","","","52955","","","","","","","","","52835.0","","","",""
"SNDD10U24","Thiếc LME 10/09/24","LTIZ","","","","","","","30960.46","","","","","","","","","30960.0","","","",""
"SNDD10U25","Thiếc LME 10/09/25","LTIZ","","","","","","","34345","","","","","","","","","34320.0","","","",""
"SNDD10U26","Thiếc LME 10/09/26","LTIZ","","","","","","","53110","","","","","","","","","52990.0","","","",""
"SNDD10V23","Thiếc LME 10/10/23","LTIZ","","","","","","","24250","","","","","","","","","24335.0","","","",""
"SNDD10V24","Thiếc LME 10/10/24","LTIZ","","","","","","","32765","","","","","","","","","32790.0","","","",""
"SNDD10V25","Thiếc LME 10/10/25","LTIZ","","","","","","","36090","","","","","","","","","36330.0","","","",""
"SNDD10X22","Thiếc LME 10/11/22","LTIZ","","","","","","","19515","","","","","","","","","19725.0","","","",""
"SNDD10X23","Thiếc LME 10/11/23","LTIZ","","","","","","","24580","","","","","","","","","24675.0","","","",""
"SNDD10X25","Thiếc LME 10/11/25","LTIZ","","","","","","","36030","","","","","","","","","35875.0","","","",""
"SNDD10X26","Thiếc LME 10/11/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD10Z24","Thiếc LME 10/12/24","LTIZ","","","","","","","28865","","","","","","","","","28935.0","","","",""
"SNDD10Z25","Thiếc LME 10/12/25","LTIZ","","","","","","","39920","","","","","","","","","39930.0","","","",""
"SNDD11F23","Thiếc LME 11/01/23","LTIZ","","","","","","","25505","","","","","","","","","25800.0","","","",""
"SNDD11F24","Thiếc LME 11/01/24","LTIZ","","","","","","","24025","","","","","","","","","23940.0","","","",""
"SNDD11G25","Thiếc LME 11/02/25","LTIZ","","","","","","","31075","","","","","","","","","30965.0","","","",""
"SNDD11G26","Thiếc LME 11/02/26","LTIZ","","","","","","","48885","","","","","","","","","48940.0","","","",""
"SNDD11H24","Thiếc LME 11/03/24","LTIZ","","","","","","","27330","","","","","","","","","27475.0","","","",""
"SNDD11H25","Thiếc LME 11/03/25","LTIZ","","","","","","","32470","","","","","","","","","32440.0","","","",""
"SNDD11H26","Thiếc LME 11/03/26","LTIZ","","","","","","","51055","","","","","","","","","50585.0","","","",""
"SNDD11J23","Thiếc LME 11/04/23","LTIZ","","","","","","","24105","","","","","","","","","24230.0","","","",""
"SNDD11J24","Thiếc LME 11/04/24","LTIZ","","","","","","","31265","","","","","","","","","31185.0","","","",""
"SNDD11J25","Thiếc LME 11/04/25","LTIZ","","","","","","","37240","","","","","","","","","36815.0","","","",""
"SNDD11K23","Thiếc LME 11/05/23","LTIZ","","","","","","","26370","","","","","","","","","26310.0","","","",""
"SNDD11K26","Thiếc LME 11/05/26","LTIZ","","","","","","","54750","","","","","","","","","54625.0","","","",""
"SNDD11M24","Thiếc LME 11/06/24","LTIZ","","","","","","","31260","","","","","","","","","31125.0","","","",""
"SNDD11M25","Thiếc LME 11/06/25","LTIZ","","","","","","","32605","","","","","","","","","32735.0","","","",""
"SNDD11M26","Thiếc LME 11/06/26","LTIZ","","","","","","","52140","","","","","","","","","52095.0","","","",""
"SNDD11N23","Thiếc LME 11/07/23","LTIZ","","","","","","","28875","","","","","","","","","28885.0","","","",""
"SNDD11N24","Thiếc LME 11/07/24","LTIZ","","","","","","","34110","","","","","","","","","34470.0","","","",""
"SNDD11N25","Thiếc LME 11/07/25","LTIZ","","","","","","","33425","","","","","","","","","33380.0","","","",""
"SNDD11Q23","Thiếc LME 11/08/23","LTIZ","","","","","","","26560","","","","","","","","","27090.0","","","",""
"SNDD11Q25","Thiếc LME 11/08/25","LTIZ","","","","","","","33655","","","","","","","","","33675.0","","","",""
"SNDD11Q26","Thiếc LME 11/08/26","LTIZ","","","","","","","52960","","","","","","","","","52840.0","","","",""
"SNDD11U23","Thiếc LME 11/09/23","LTIZ","","","","","","","25940","","","","","","","","","25845.0","","","",""
"SNDD11U24","Thiếc LME 11/09/24","LTIZ","","","","","","","30962.96","","","","","","","","","30965.0","","","",""
"SNDD11U25","Thiếc LME 11/09/25","LTIZ","","","","","","","34070","","","","","","","","","34070.0","","","",""
"SNDD11U26","Thiếc LME 11/09/26","LTIZ","","","","","","","53115","","","","","","","","","52995.0","","","",""
"SNDD11V23","Thiếc LME 11/10/23","LTIZ","","","","","","","24860","","","","","","","","","24855.0","","","",""
"SNDD11V24","Thiếc LME 11/10/24","LTIZ","","","","","","","32265","","","","","","","","","32310.0","","","",""
"SNDD11Z23","Thiếc LME 11/12/23","LTIZ","","","","","","","24390","","","","","","","","","24480.0","","","",""
"SNDD11Z24","Thiếc LME 11/12/24","LTIZ","","","","","","","28870","","","","","","","","","28940.0","","","",""
"SNDD11Z25","Thiếc LME 11/12/25","LTIZ","","","","","","","40590","","","","","","","","","39900.0","","","",""
"SNDD12F23","Thiếc LME 12/01/23","LTIZ","","","","","","","25805","","","","","","","","","25765.0","","","",""
"SNDD12F24","Thiếc LME 12/01/24","LTIZ","","","","","","","24285","","","","","","","","","24160.0","","","",""
"SNDD12F26","Thiếc LME 12/01/26","LTIZ","","","","","","","43850","","","","","","","","","43710.0","","","",""
"SNDD12G24","Thiếc LME 12/02/24","LTIZ","","","","","","","25440","","","","","","","","","25670.0","","","",""
"SNDD12G25","Thiếc LME 12/02/25","LTIZ","","","","","","","31105","","","","","","","","","31005.0","","","",""
"SNDD12G26","Thiếc LME 12/02/26","LTIZ","","","","","","","49555","","","","","","","","","49125.0","","","",""
"SNDD12H24","Thiếc LME 12/03/24","LTIZ","","","","","","","27350","","","","","","","","","27525.0","","","",""
"SNDD12H25","Thiếc LME 12/03/25","LTIZ","","","","","","","32565","","","","","","","","","32565.0","","","",""
"SNDD12H26","Thiếc LME 12/03/26","LTIZ","","","","","","","50625","","","","","","","","","50365.0","","","",""
"SNDD12J23","Thiếc LME 12/04/23","LTIZ","","","","","","","24405","","","","","","","","","24295.0","","","",""
"SNDD12J24","Thiếc LME 12/04/24","LTIZ","","","","","","","31660","","","","","","","","","32090.0","","","",""
"SNDD12K23","Thiếc LME 12/05/23","LTIZ","","","","","","","26225","","","","","","","","","26165.0","","","",""
"SNDD12K25","Thiếc LME 12/05/25","LTIZ","","","","","","","31625","","","","","","","","","31720.0","","","",""
"SNDD12K26","Thiếc LME 12/05/26","LTIZ","","","","","","","53870","","","","","","","","","53870.0","","","",""
"SNDD12M23","Thiếc LME 12/06/23","LTIZ","","","","","","","26340","","","","","","","","","26245.0","","","",""
"SNDD12M24","Thiếc LME 12/06/24","LTIZ","","","","","","","31680","","","","","","","","","31695.0","","","",""
"SNDD12M25","Thiếc LME 12/06/25","LTIZ","","","","","","","32625","","","","","","","","","32715.0","","","",""
"SNDD12M26","Thiếc LME 12/06/26","LTIZ","","","","","","","52145","","","","","","","","","52100.0","","","",""
"SNDD12N23","Thiếc LME 12/07/23","LTIZ","","","","","","","28465","","","","","","","","","28435.0","","","",""
"SNDD12N24","Thiếc LME 12/07/24","LTIZ","","","","","","","35045","","","","","","","","","35170.0","","","",""
"SNDD12Q24","Thiếc LME 12/08/24","LTIZ","","","","","","","29785","","","","","","","","","29910.0","","","",""
"SNDD12Q25","Thiếc LME 12/08/25","LTIZ","","","","","","","33465","","","","","","","","","33555.0","","","",""
"SNDD12Q26","Thiếc LME 12/08/26","LTIZ","","","","","","","52960","","","","","","","","","52840.0","","","",""
"SNDD12U23","Thiếc LME 12/09/23","LTIZ","","","","","","","25235","","","","","","","","","25345.0","","","",""
"SNDD12U24","Thiếc LME 12/09/24","LTIZ","","","","","","","30965.46","","","","","","","","","30965.0","","","",""
"SNDD12U25","Thiếc LME 12/09/25","LTIZ","","","","","","","34060","","","","","","","","","34060.0","","","",""
"SNDD12V23","Thiếc LME 12/10/23","LTIZ","","","","","","","24575","","","","","","","","","24415.0","","","",""
"SNDD12X24","Thiếc LME 12/11/24","LTIZ","","","","","","","31427.0","","","","","","","","","31425.0","","","",""
"SNDD12X25","Thiếc LME 12/11/25","LTIZ","","","","","","","36135","","","","","","","","","36055.0","","","",""
"SNDD12X26","Thiếc LME 12/11/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
"SNDD12Z22","Thiếc LME 12/12/22","LTIZ","","","","","","","24860","","","","","","","","","24685.0","","","",""
"SNDD12Z23","Thiếc LME 12/12/23","LTIZ","","","","","","","24315","","","","","","","","","24340.0","","","",""
"SNDD12Z24","Thiếc LME 12/12/24","LTIZ","","","","","","","29605","","","","","","","","","29515.0","","","",""
"SNDD12Z25","Thiếc LME 12/12/25","LTIZ","","","","","","","40165","","","","","","","","","40035.0","","","",""
"SNDD13F23","Thiếc LME 13/01/23","LTIZ","","","","","","","26595","","","","","","","","","26720.0","","","",""
"SNDD13F25","Thiếc LME 13/01/25","LTIZ","","","","","","","29550","","","","","","","","","29620.0","","","",""
"SNDD13F26","Thiếc LME 13/01/26","LTIZ","","","","","","","45670","","","","","","","","","45530.0","","","",""
"SNDD13G23","Thiếc LME 13/02/23","LTIZ","","","","","","","27625","","","","","","","","","27580.0","","","",""
"SNDD13G24","Thiếc LME 13/02/24","LTIZ","","","","","","","26040","","","","","","","","","26145.0","","","",""
"SNDD13G25","Thiếc LME 13/02/25","LTIZ","","","","","","","30855","","","","","","","","","30965.0","","","",""
"SNDD13G26","Thiếc LME 13/02/26","LTIZ","","","","","","","47620","","","","","","","","","49485.0","","","",""
"SNDD13H23","Thiếc LME 13/03/23","LTIZ","","","","","","","23075","","","","","","","","","23150.0","","","",""
"SNDD13H24","Thiếc LME 13/03/24","LTIZ","","","","","","","27410","","","","","","","","","27540.0","","","",""
"SNDD13H25","Thiếc LME 13/03/25","LTIZ","","","","","","","33385","","","","","","","","","33075.0","","","",""
"SNDD13H26","Thiếc LME 13/03/26","LTIZ","","","","","","","49390","","","","","","","","","49550.0","","","",""
"SNDD13J23","Thiếc LME 13/04/23","LTIZ","","","","","","","23670","","","","","","","","","23685.0","","","",""
"SNDD13J26","Thiếc LME 13/04/26","LTIZ","","","","","","","47500","","","","","","","","","47500.0","","","",""
"SNDD13K24","Thiếc LME 13/05/24","LTIZ","","","","","","","32605","","","","","","","","","32670.0","","","",""
"SNDD13K25","Thiếc LME 13/05/25","LTIZ","","","","","","","31685","","","","","","","","","31840.0","","","",""
"SNDD13K26","Thiếc LME 13/05/26","LTIZ","","","","","","","55445","","","","","","","","","55680.0","","","",""
"SNDD13M23","Thiếc LME 13/06/23","LTIZ","","","","","","","26850","","","","","","","","","26975.0","","","",""
"SNDD13M24","Thiếc LME 13/06/24","LTIZ","","","","","","","31660","","","","","","","","","31635.0","","","",""
"SNDD13M25","Thiếc LME 13/06/25","LTIZ","","","","","","","32525","","","","","","","","","32570.0","","","",""
"SNDD13N23","Thiếc LME 13/07/23","LTIZ","","","","","","","28305","","","","","","","","","28315.0","","","",""
"SNDD13N26","Thiếc LME 13/07/26","LTIZ","","","","","","","52785","","","","","","","","","52665.0","","","",""
"SNDD13Q24","Thiếc LME 13/08/24","LTIZ","","","","","","","31470","","","","","","","","","31500.0","","","",""
"SNDD13Q25","Thiếc LME 13/08/25","LTIZ","","","","","","","33640","","","","","","","","","33755.0","","","",""
"SNDD13Q26","Thiếc LME 13/08/26","LTIZ","","","","","","","52965","","","","","","","","","52845.0","","","",""
"SNDD13U23","Thiếc LME 13/09/23","LTIZ","","","","","","","25550","","","","","","","","","25540.0","","","",""
"SNDD13U24","Thiếc LME 13/09/24","LTIZ","","","","","","","30865","","","","","","","","","30825.0","","","",""
"SNDD13V23","Thiếc LME 13/10/23","LTIZ","","","","","","","24730","","","","","","","","","24610.0","","","",""
"SNDD13V26","Thiếc LME 13/10/26","LTIZ","","","","","","","","","","","","","","","","","","","",""
